window_end,horizon,actual_log,forecast_log,error,model
2021-12-01,3,0.87649648,0.87530548,-0.00119100,current
2021-12-01,6,0.86550995,0.90073813,0.03522817,current
2021-12-01,12,0.85285025,0.92216848,0.06931823,current
2021-12-01,24,0.92932132,0.95095049,0.02162916,current
2022-01-01,1,0.87200377,0.87235402,0.00035026,current
2022-01-01,3,0.87709735,0.89451290,0.01741555,current
2022-01-01,6,0.85882234,0.92275182,0.06392948,current
2022-01-01,12,0.85624743,0.94719298,0.09094556,current
2022-01-01,24,0.93704800,0.98001259,0.04296459,current
2022-02-01,1,0.87649648,0.88286373,0.00636725,current
2022-02-01,3,0.87185034,0.90396008,0.03210974,current
2022-02-01,6,0.85498390,0.92693987,0.07195597,current
2022-02-01,12,0.86057885,0.94715184,0.08657299,current
2022-02-01,24,0.94679424,0.97699708,0.03020284,current
2022-03-01,1,0.87709735,0.88159128,0.00449392,current
2022-03-01,3,0.86550995,0.89197092,0.02646097,current
2022-03-01,6,0.85304514,0.89974769,0.04670255,current
2022-03-01,12,0.86467680,0.90736530,0.04268850,current
2022-03-01,24,0.95680610,0.93014949,-0.02665661,current
2022-04-01,1,0.87185034,0.87855655,0.00670620,current
2022-04-01,3,0.85882234,0.88085469,0.02203234,current
2022-04-01,6,0.85274352,0.87835803,0.02561451,current
2022-04-01,12,0.87079384,0.87936602,0.00857219,current
2022-04-01,24,0.96456606,0.89794488,-0.06662118,current
2022-05-01,1,0.86550995,0.86723937,0.00172942,current
2022-05-01,3,0.85498390,0.85747355,0.00248965,current
2022-05-01,6,0.85231332,0.84200733,-0.01030599,current
2022-05-01,12,0.87966327,0.83117594,-0.04848732,current
2022-05-01,24,0.97144097,0.84126507,-0.13017590,current
2022-06-01,1,0.85882234,0.85916958,0.00034724,current
2022-06-01,3,0.85304514,0.84546965,-0.00757549,current
2022-06-01,6,0.85285025,0.82778208,-0.02506817,current
2022-06-01,12,0.88797530,0.81483343,-0.07314187,current
2022-06-01,24,0.97509388,0.82272629,-0.15236759,current
2022-07-01,1,0.85498390,0.85176585,-0.00321805,current
2022-07-01,3,0.85274352,0.83725180,-0.01549172,current
2022-07-01,6,0.85624743,0.82169184,-0.03455559,current
2022-07-01,12,0.89563059,0.81005362,-0.08557698,current
2022-07-01,24,0.98091551,0.82014263,-0.16077287,current
2022-08-01,1,0.85304514,0.85062399,-0.00242114,current
2022-08-01,3,0.85231332,0.84247341,-0.00983991,current
2022-08-01,6,0.86057885,0.83622792,-0.02435093,current
2022-08-01,12,0.90277372,0.83377232,-0.06900140,current
2022-08-01,24,0.98556277,0.85173410,-0.13382868,current
2022-09-01,1,0.85274352,0.85092889,-0.00181463,current
2022-09-01,3,0.85285025,0.84813186,-0.00471839,current
2022-09-01,6,0.86467680,0.84858932,-0.01608748,current
2022-09-01,12,0.90967070,0.85344639,-0.05622431,current
2022-09-01,24,0.99122829,0.87845659,-0.11277170,current
2022-10-01,1,0.85231332,0.85274040,0.00042708,current
2022-10-01,3,0.85624743,0.85415989,-0.00208754,current
2022-10-01,6,0.87079384,0.85880145,-0.01199239,current
2022-10-01,12,0.91747298,0.86858582,-0.04888717,current
2022-10-01,24,0.99539670,0.89749391,-0.09790279,current
2014-01-01,1,0.29932752,0.29936735,0.00003983,simplified
2014-01-01,3,0.30950206,0.31425384,0.00475178,simplified
2014-01-01,6,0.31573019,0.33839100,0.02266081,simplified
2014-01-01,12,0.34354346,0.39021706,0.04667360,simplified
2014-01-01,24,0.38850514,0.50858229,0.12007715,simplified
2014-02-01,1,0.30434032,0.30658624,0.00224592,simplified
2014-02-01,3,0.31264834,0.32196909,0.00932074,simplified
2014-02-01,6,0.32008523,0.34658414,0.02649891,simplified
2014-02-01,12,0.34944268,0.39941136,0.04996868,simplified
2014-02-01,24,0.38671824,0.51800361,0.13128537,simplified
2014-03-01,1,0.30950206,0.30999661,0.00049455,simplified
2014-03-01,3,0.31363645,0.32284577,0.00920932,simplified
2014-03-01,6,0.32510137,0.34486111,0.01975974,simplified
2014-03-01,12,0.35907919,0.39542120,0.03634201,simplified
2014-03-01,24,0.38629025,0.51159839,0.12530814,simplified
2014-04-01,1,0.31264834,0.31527731,0.00262896,simplified
2014-04-01,3,0.31573019,0.32829366,0.01256347,simplified
2014-04-01,6,0.33149686,0.35043579,0.01893893,simplified
2014-04-01,12,0.36686614,0.40156486,0.03469872,simplified
2014-04-01,24,0.38835031,0.51750649,0.12915618,simplified
2014-05-01,1,0.31363645,0.31669761,0.00306116,simplified
2014-05-01,3,0.32008523,0.32695954,0.00687431,simplified
2014-05-01,6,0.33557283,0.34623113,0.01065830,simplified
2014-05-01,12,0.37519541,0.39512257,0.01992717,simplified
2014-05-01,24,0.39148216,0.50825063,0.11676847,simplified
2014-06-01,1,0.31573019,0.31581890,0.00008871,simplified
2014-06-01,3,0.32510137,0.32305839,-0.00204298,simplified
2014-06-01,6,0.33791680,0.33910589,0.00118909,simplified
2014-06-01,12,0.37954028,0.38518232,0.00564204,simplified
2014-06-01,24,0.39565834,0.49485205,0.09919371,simplified
2014-07-01,1,0.32008523,0.31884686,-0.00123837,simplified
2014-07-01,3,0.33149686,0.32754279,-0.00395406,simplified
2014-07-01,6,0.34354346,0.34503271,0.00148926,simplified
2014-07-01,12,0.38475687,0.39349648,0.00873962,simplified
2014-07-01,24,0.40067696,0.50399367,0.10331672,simplified
2014-08-01,1,0.32510137,0.32513025,0.00002888,simplified
2014-08-01,3,0.33557283,0.33687794,0.00130511,simplified
2014-08-01,6,0.34944268,0.35802384,0.00858116,simplified
2014-08-01,12,0.39139179,0.41022179,0.01883000,simplified
2014-08-01,24,0.40869943,0.52345130,0.11475187,simplified
2014-09-01,1,0.33149686,0.33070435,-0.00079251,simplified
2014-09-01,3,0.33791680,0.34332026,0.00540346,simplified
2014-09-01,6,0.35907919,0.36586290,0.00678371,simplified
2014-09-01,12,0.39498944,0.41931703,0.02432759,simplified
2014-09-01,24,0.41560303,0.53335002,0.11774700,simplified
2014-10-01,1,0.33557283,0.33827463,0.00270180,simplified
2014-10-01,3,0.34354346,0.35274798,0.00920453,simplified
2014-10-01,6,0.36686614,0.37774459,0.01087845,simplified
2014-10-01,12,0.39611157,0.43370249,0.03759091,simplified
2014-10-01,24,0.42260952,0.54975906,0.12714954,simplified
2014-11-01,1,0.33791680,0.34036851,0.00245171,simplified
2014-11-01,3,0.34944268,0.35222677,0.00278408,simplified
2014-11-01,6,0.37519541,0.37437152,-0.00082388,simplified
2014-11-01,12,0.39326284,0.42633015,0.03306731,simplified
2014-11-01,24,0.43075407,0.54007792,0.10932385,simplified
2014-12-01,1,0.34354346,0.34121850,-0.00232495,simplified
2014-12-01,3,0.35907919,0.35118542,-0.00789377,simplified
2014-12-01,6,0.37954028,0.37116792,-0.00837235,simplified
2014-12-01,12,0.38902928,0.41977275,0.03074347,simplified
2014-12-01,24,0.43545882,0.53146738,0.09600855,simplified
2015-01-01,1,0.34944268,0.35018430,0.00074162,simplified
2015-01-01,3,0.36686614,0.36461633,-0.00224980,simplified
2015-01-01,6,0.38475687,0.38965418,0.00489731,simplified
2015-01-01,12,0.38850514,0.44279150,0.05428636,simplified
2015-01-01,24,0.44505312,0.55886180,0.11380868,simplified
2015-02-01,1,0.35907919,0.35584955,-0.00322964,simplified
2015-02-01,3,0.37519541,0.37031028,-0.00488512,simplified
2015-02-01,6,0.39139179,0.39486127,0.00346947,simplified
2015-02-01,12,0.38671824,0.44695930,0.06024106,simplified
2015-02-01,24,0.45379404,0.56272197,0.10892793,simplified
2015-03-01,1,0.36686614,0.36867020,0.00180407,simplified
2015-03-01,3,0.37954028,0.38861643,0.00907615,simplified
2015-03-01,6,0.39498944,0.41836065,0.02337120,simplified
2015-03-01,12,0.38629025,0.47564935,0.08935910,simplified
2015-03-01,24,0.46120904,0.59658531,0.13537627,simplified
2015-04-01,1,0.37519541,0.37531352,0.00011812,simplified
2015-04-01,3,0.38475687,0.39277934,0.00802247,simplified
2015-04-01,6,0.39611157,0.41993561,0.02382404,simplified
2015-04-01,12,0.38835031,0.47412610,0.08577580,simplified
2015-04-01,24,0.46653725,0.59348168,0.12694443,simplified
2015-05-01,1,0.37954028,0.38373542,0.00419514,simplified
2015-05-01,3,0.39139179,0.40134130,0.00994951,simplified
2015-05-01,6,0.39326284,0.42827851,0.03501567,simplified
2015-05-01,12,0.39148216,0.48306107,0.09157891,simplified
2015-05-01,24,0.47096049,0.60258543,0.13162494,simplified
2015-06-01,1,0.38475687,0.38469783,-0.00005904,simplified
2015-06-01,3,0.39498944,0.39687751,0.00188807,simplified
2015-06-01,6,0.38902928,0.41789971,0.02887043,simplified
2015-06-01,12,0.39565834,0.46707793,0.07141959,simplified
2015-06-01,24,0.47367931,0.58160371,0.10792440,simplified
2015-07-01,1,0.39139179,0.39061423,-0.00077757,simplified
2015-07-01,3,0.39611157,0.40391518,0.00780361,simplified
2015-07-01,6,0.38850514,0.42571070,0.03720556,simplified
2015-07-01,12,0.40067696,0.47643645,0.07575949,simplified
2015-07-01,24,0.47979225,0.59182966,0.11203741,simplified
2015-08-01,1,0.39498944,0.39847158,0.00348213,simplified
2015-08-01,3,0.39326284,0.41335994,0.02009710,simplified
2015-08-01,6,0.38671824,0.43710245,0.05038421,simplified
2015-08-01,12,0.40869943,0.49058818,0.08188875,simplified
2015-08-01,24,0.48513009,0.60749107,0.12236097,simplified
2015-09-01,1,0.39611157,0.39946731,0.00335574,simplified
2015-09-01,3,0.38902928,0.40988233,0.02085305,simplified
2015-09-01,6,0.38629025,0.42932156,0.04303131,simplified
2015-09-01,12,0.41560303,0.47869115,0.06308812,simplified
2015-09-01,24,0.48960593,0.59134324,0.10173731,simplified
2015-10-01,1,0.39326284,0.39812473,0.00486189,simplified
2015-10-01,3,0.38850514,0.40507523,0.01657009,simplified
2015-10-01,6,0.38835031,0.42080707,0.03245676,simplified
2015-10-01,12,0.42260952,0.46648838,0.04387885,simplified
2015-10-01,24,0.49307124,0.57503863,0.08196739,simplified
2015-11-01,1,0.38902928,0.39208381,0.00305453,simplified
2015-11-01,3,0.38671824,0.39379495,0.00707671,simplified
2015-11-01,6,0.39148216,0.40428464,0.01280248,simplified
2015-11-01,12,0.43075407,0.44353707,0.01278300,simplified
2015-11-01,24,0.49300666,0.54649426,0.05348760,simplified
2015-12-01,1,0.38850514,0.38657957,-0.00192558,simplified
2015-12-01,3,0.38629025,0.38606073,-0.00022952,simplified
2015-12-01,6,0.39565834,0.39429016,-0.00136818,simplified
2015-12-01,12,0.43545882,0.43003259,-0.00542624,simplified
2015-12-01,24,0.49440740,0.52894620,0.03453879,simplified
2016-01-01,1,0.38671824,0.38928284,0.00256460,simplified
2016-01-01,3,0.38835031,0.39401774,0.00566743,simplified
2016-01-01,6,0.40067696,0.40828607,0.00760911,simplified
2016-01-01,12,0.44505312,0.45048064,0.00542752,simplified
2016-01-01,24,0.49905789,0.55375412,0.05469623,simplified
2016-02-01,1,0.38629025,0.38636223,0.00007198,simplified
2016-02-01,3,0.39148216,0.38958568,-0.00189648,simplified
2016-02-01,6,0.40869943,0.40180656,-0.00689287,simplified
2016-02-01,12,0.45379404,0.44095361,-0.01284043,simplified
2016-02-01,24,0.50284941,0.54094592,0.03809650,simplified
2016-03-01,1,0.38835031,0.38710864,-0.00124167,simplified
2016-03-01,3,0.39565834,0.39266522,-0.00299312,simplified
2016-03-01,6,0.41560303,0.40714598,-0.00845704,simplified
2016-03-01,12,0.46120904,0.44854758,-0.01266146,simplified
2016-03-01,24,0.50519743,0.55050374,0.04530630,simplified
2016-04-01,1,0.39148216,0.39175872,0.00027656,simplified
2016-04-01,3,0.40067696,0.40081266,0.00013570,simplified
2016-04-01,6,0.42260952,0.41923927,-0.00337025,simplified
2016-04-01,12,0.46653725,0.46472023,-0.00181702,simplified
2016-04-01,24,0.50444613,0.56979637,0.06535024,simplified
2016-05-01,1,0.39565834,0.39543215,-0.00022619,simplified
2016-05-01,3,0.40869943,0.40556991,-0.00312952,simplified
2016-05-01,6,0.43075407,0.42483622,-0.00591785,simplified
2016-05-01,12,0.47096049,0.47104013,0.00007964,simplified
2016-05-01,24,0.50387910,0.57642853,0.07254943,simplified
2016-06-01,1,0.40067696,0.40050616,-0.00017079,simplified
2016-06-01,3,0.41560303,0.41231548,-0.00328754,simplified
2016-06-01,6,0.43545882,0.43307089,-0.00238793,simplified
2016-06-01,12,0.47367931,0.48089908,0.00721977,simplified
2016-06-01,24,0.50229038,0.58728725,0.08499687,simplified
2016-07-01,1,0.40869943,0.40648364,-0.00221579,simplified
2016-07-01,3,0.42260952,0.41945024,-0.00315929,simplified
2016-07-01,6,0.44505312,0.44140259,-0.00365053,simplified
2016-07-01,12,0.47979225,0.49056138,0.01076913,simplified
2016-07-01,24,0.50206064,0.59773157,0.09567094,simplified
2016-08-01,1,0.41560303,0.41690174,0.00129871,simplified
2016-08-01,3,0.43075407,0.43374569,0.00299162,simplified
2016-08-01,6,0.45379404,0.45982205,0.00602801,simplified
2016-08-01,12,0.48513009,0.51374328,0.02861319,simplified
2016-08-01,24,0.50178596,0.62488491,0.12309895,simplified
2016-09-01,1,0.42260952,0.42283690,0.00022738,simplified
2016-09-01,3,0.43545882,0.43811172,0.00265290,simplified
2016-09-01,6,0.46120904,0.46247639,0.00126735,simplified
2016-09-01,12,0.48960593,0.51457755,0.02497162,simplified
2016-09-01,24,0.49819390,0.62383163,0.12563773,simplified
2016-10-01,1,0.43075407,0.42992949,-0.00082458,simplified
2016-10-01,3,0.44505312,0.44533546,0.00028234,simplified
2016-10-01,6,0.46653725,0.46978464,0.00324739,simplified
2016-10-01,12,0.49307124,0.52207984,0.02900860,simplified
2016-10-01,24,0.49241002,0.63104384,0.13863382,simplified
2016-11-01,1,0.43545882,0.43905483,0.00359601,simplified
2016-11-01,3,0.45379404,0.45603793,0.00224390,simplified
2016-11-01,6,0.47096049,0.48208709,0.01112660,simplified
2016-11-01,12,0.49300666,0.53633978,0.04333312,simplified
2016-11-01,24,0.48558148,0.64649061,0.16090913,simplified
2016-12-01,1,0.44505312,0.44078640,-0.00426673,simplified
2016-12-01,3,0.46120904,0.45292789,-0.00828115,simplified
2016-12-01,6,0.47367931,0.47396726,0.00028795,simplified
2016-12-01,12,0.49440740,0.52242469,0.02801728,simplified
2016-12-01,24,0.47834891,0.62741473,0.14906582,simplified
2017-01-01,1,0.45379404,0.45459817,0.00080413,simplified
2017-01-01,3,0.46653725,0.47349404,0.00695678,simplified
2017-01-01,6,0.47979225,0.50180326,0.02201101,simplified
2017-01-01,12,0.49905789,0.55826211,0.05920422,simplified
2017-01-01,24,0.47793253,0.66938619,0.19145366,simplified
2017-02-01,1,0.46120904,0.46256728,0.00135824,simplified
2017-02-01,3,0.47096049,0.48026381,0.00930332,simplified
2017-02-01,6,0.48513009,0.50745884,0.02232874,simplified
2017-02-01,12,0.50284941,0.56252687,0.05967746,simplified
2017-02-01,24,0.47727242,0.67223421,0.19496179,simplified
2017-03-01,1,0.46653725,0.46887174,0.00233448,simplified
2017-03-01,3,0.47367931,0.48487318,0.01119387,simplified
2017-03-01,6,0.48960593,0.51020127,0.02059534,simplified
2017-03-01,12,0.50519743,0.56315272,0.05795529,simplified
2017-03-01,24,0.47500261,0.67082936,0.19582675,simplified
2017-04-01,1,0.47096049,0.47238157,0.00142108,simplified
2017-04-01,3,0.47979225,0.48560340,0.00581115,simplified
2017-04-01,6,0.49307124,0.50785321,0.01478197,simplified
2017-04-01,12,0.50444613,0.55731490,0.05286877,simplified
2017-04-01,24,0.47355164,0.66176109,0.18820945,simplified
2017-05-01,1,0.47367931,0.47614009,0.00246078,simplified
2017-05-01,3,0.48513009,0.48812058,0.00299048,simplified
2017-05-01,6,0.49300666,0.50900890,0.01600224,simplified
2017-05-01,12,0.50387910,0.55685563,0.05297654,simplified
2017-05-01,24,0.47467156,0.65951363,0.18484207,simplified
2017-06-01,1,0.47979225,0.47730060,-0.00249165,simplified
2017-06-01,3,0.48960593,0.48670600,-0.00289993,simplified
2017-06-01,6,0.49440740,0.50480399,0.01039658,simplified
2017-06-01,12,0.50229038,0.54934144,0.04705105,simplified
2017-06-01,24,0.47866051,0.64905534,0.17039483,simplified
2017-07-01,1,0.48513009,0.48632785,0.00119775,simplified
2017-07-01,3,0.49307124,0.50042852,0.00735728,simplified
2017-07-01,6,0.49905789,0.52347027,0.02441237,simplified
2017-07-01,12,0.50206064,0.57347613,0.07141549,simplified
2017-07-01,24,0.48673744,0.67783204,0.19109460,simplified
2017-08-01,1,0.48960593,0.49099343,0.00138750,simplified
2017-08-01,3,0.49300666,0.50400077,0.01099410,simplified
2017-08-01,6,0.50284941,0.52586560,0.02301619,simplified
2017-08-01,12,0.50178596,0.57448490,0.07269894,simplified
2017-08-01,24,0.49533262,0.67802812,0.18269550,simplified
2017-09-01,1,0.49307124,0.49472012,0.00164888,simplified
2017-09-01,3,0.49440740,0.50650544,0.01209804,simplified
2017-09-01,6,0.50519743,0.52704839,0.02185095,simplified
2017-09-01,12,0.49819390,0.57394269,0.07574879,simplified
2017-09-01,24,0.50400898,0.67662871,0.17261974,simplified
2017-10-01,1,0.49300666,0.49730518,0.00429851,simplified
2017-10-01,3,0.49905789,0.50764995,0.00859206,simplified
2017-10-01,6,0.50444613,0.52662692,0.02218079,simplified
2017-10-01,12,0.49241002,0.57144762,0.07903760,simplified
2017-10-01,24,0.51259685,0.67325585,0.16065901,simplified
2017-11-01,1,0.49440740,0.49416672,-0.00024068,simplified
2017-11-01,3,0.50284941,0.49948933,-0.00336008,simplified
2017-11-01,6,0.50387910,0.51304050,0.00916141,simplified
2017-11-01,12,0.48558148,0.55134543,0.06576395,simplified
2017-11-01,24,0.51804218,0.64846679,0.13042461,simplified
2017-12-01,1,0.49905789,0.49682880,-0.00222909,simplified
2017-12-01,3,0.50519743,0.50417241,-0.00102503,simplified
2017-12-01,6,0.50229038,0.51982068,0.01753029,simplified
2017-12-01,12,0.47834891,0.56013473,0.08178581,simplified
2017-12-01,24,0.52148387,0.65948074,0.13799687,simplified
2018-01-01,1,0.50284941,0.50429127,0.00144186,simplified
2018-01-01,3,0.50444613,0.51618180,0.01173566,simplified
2018-01-01,6,0.50206064,0.53664314,0.03458250,simplified
2018-01-01,12,0.47793253,0.58204599,0.10411346,simplified
2018-01-01,24,0.52646387,0.68646631,0.16000244,simplified
2018-02-01,1,0.50519743,0.50733457,0.00213714,simplified
2018-02-01,3,0.50387910,0.51800068,0.01412158,simplified
2018-02-01,6,0.50178596,0.53713110,0.03534514,simplified
2018-02-01,12,0.47727242,0.58070702,0.10343460,simplified
2018-02-01,24,0.53229493,0.68450410,0.15220917,simplified
2018-03-01,1,0.50444613,0.50842454,0.00397841,simplified
2018-03-01,3,0.50229038,0.51703150,0.01474112,simplified
2018-03-01,6,0.49819390,0.53378020,0.03558629,simplified
2018-03-01,12,0.47500261,0.57463227,0.09962966,simplified
2018-03-01,24,0.53055597,0.67729217,0.14673620,simplified
2018-04-01,1,0.50387910,0.50496278,0.00108368,simplified
2018-04-01,3,0.50206064,0.50911403,0.00705339,simplified
2018-04-01,6,0.49241002,0.52081688,0.02840686,simplified
2018-04-01,12,0.47355164,0.55590326,0.08235162,simplified
2018-04-01,24,0.52792367,0.65457732,0.12665364,simplified
2018-05-01,1,0.50229038,0.50453839,0.00224801,simplified
2018-05-01,3,0.50178596,0.50887718,0.00709122,simplified
2018-05-01,6,0.48558148,0.52050654,0.03492505,simplified
2018-05-01,12,0.47467156,0.55546532,0.08079376,simplified
2018-05-01,24,0.53341237,0.65487833,0.12146596,simplified
2018-06-01,1,0.50206064,0.50203385,-0.00002679,simplified
2018-06-01,3,0.49819390,0.50467404,0.00648014,simplified
2018-06-01,6,0.47834891,0.51446163,0.03611272,simplified
2018-06-01,12,0.47866051,0.54738171,0.06872120,simplified
2018-06-01,24,0.54200772,0.64518290,0.10317518,simplified
2018-07-01,1,0.50178596,0.50298033,0.00119436,simplified
2018-07-01,3,0.49241002,0.50733533,0.01492531,simplified
2018-07-01,6,0.47793253,0.51907440,0.04114187,simplified
2018-07-01,12,0.48673744,0.55481142,0.06807398,simplified
2018-07-01,24,0.55282812,0.65464732,0.10181920,simplified
2018-08-01,1,0.49819390,0.50251379,0.00431989,simplified
2018-08-01,3,0.48558148,0.50669791,0.02111642,simplified
2018-08-01,6,0.47727242,0.51818031,0.04090789,simplified
2018-08-01,12,0.49533262,0.55413729,0.05880467,simplified
2018-08-01,24,0.56502267,0.65375923,0.08873655,simplified
2018-09-01,1,0.49241002,0.49606194,0.00365192,simplified
2018-09-01,3,0.47834891,0.49554356,0.01719465,simplified
2018-09-01,6,0.47500261,0.50172874,0.02672613,simplified
2018-09-01,12,0.50400898,0.53191924,0.02791027,simplified
2018-09-01,24,0.57832854,0.62638924,0.04806070,simplified
2018-10-01,1,0.48558148,0.48833361,0.00275213,simplified
2018-10-01,3,0.47793253,0.48441455,0.00648202,simplified
2018-10-01,6,0.47355164,0.48665732,0.01310568,simplified
2018-10-01,12,0.51259685,0.51246418,-0.00013267,simplified
2018-10-01,24,0.59430082,0.60205456,0.00775374,simplified
2018-11-01,1,0.47834891,0.48052259,0.00217368,simplified
2018-11-01,3,0.47727242,0.47477709,-0.00249533,simplified
2018-11-01,6,0.47467156,0.47476625,0.00009470,simplified
2018-11-01,12,0.51804218,0.49807126,-0.01997092,simplified
2018-11-01,24,0.60914826,0.58420501,-0.02494326,simplified
2018-12-01,1,0.47793253,0.47283544,-0.00509710,simplified
2018-12-01,3,0.47500261,0.46626975,-0.00873286,simplified
2018-12-01,6,0.47866051,0.46540724,-0.01325327,simplified
2018-12-01,12,0.52148387,0.48721737,-0.03426650,simplified
2018-12-01,24,0.62569855,0.57106080,-0.05463775,simplified
2019-01-01,1,0.47727242,0.47853820,0.00126578,simplified
2019-01-01,3,0.47355164,0.48230523,0.00875359,simplified
2019-01-01,6,0.48673744,0.49377544,0.00703800,simplified
2019-01-01,12,0.52646387,0.53020399,0.00374012,simplified
2019-01-01,24,0.64653105,0.62639486,-0.02013619,simplified
2019-02-01,1,0.47500261,0.47765292,0.00265031,simplified
2019-02-01,3,0.47467156,0.48101944,0.00634788,simplified
2019-02-01,6,0.49533262,0.49260247,-0.00273015,simplified
2019-02-01,12,0.53229493,0.52846751,-0.00382741,simplified
2019-02-01,24,0.66917603,0.62403915,-0.04513687,simplified
2019-03-01,1,0.47355164,0.47394545,0.00039381,simplified
2019-03-01,3,0.47866051,0.47518716,-0.00347335,simplified
2019-03-01,6,0.50400898,0.48425411,-0.01975486,simplified
2019-03-01,12,0.53055597,0.51709074,-0.01346523,simplified
2019-03-01,24,0.69323460,0.60903327,-0.08420133,simplified
2019-04-01,1,0.47467156,0.47320758,-0.00146397,simplified
2019-04-01,3,0.48673744,0.47621131,-0.01052612,simplified
2019-04-01,6,0.51259685,0.48669770,-0.02589915,simplified
2019-04-01,12,0.52792367,0.52123605,-0.00668762,simplified
2019-04-01,24,0.71455219,0.61388135,-0.10067084,simplified
2019-05-01,1,0.47866051,0.47690086,-0.00175965,simplified
2019-05-01,3,0.49533262,0.48395365,-0.01137897,simplified
2019-05-01,6,0.51804218,0.49875689,-0.01928529,simplified
2019-05-01,12,0.53341237,0.53849724,0.00508488,simplified
2019-05-01,24,0.73045713,0.63477592,-0.09568121,simplified
2019-06-01,1,0.48673744,0.48344650,-0.00329094,simplified
2019-06-01,3,0.50400898,0.49424684,-0.00976214,simplified
2019-06-01,6,0.52148387,0.51340606,-0.00807781,simplified
2019-06-01,12,0.54200772,0.55857151,0.01656379,simplified
2019-06-01,24,0.74488340,0.65926092,-0.08562248,simplified
2019-07-01,1,0.49533262,0.49485065,-0.00048197,simplified
2019-07-01,3,0.51259685,0.51138258,-0.00121426,simplified
2019-07-01,6,0.52646387,0.53667553,0.01021166,simplified
2019-07-01,12,0.55282812,0.58979229,0.03696416,simplified
2019-07-01,24,0.76111673,0.69752038,-0.06359635,simplified
2019-08-01,1,0.50400898,0.50390043,-0.00010855,simplified
2019-08-01,3,0.51804218,0.52139944,0.00335726,simplified
2019-08-01,6,0.53229493,0.54751760,0.01522267,simplified
2019-08-01,12,0.56502267,0.60205612,0.03703345,simplified
2019-08-01,24,0.78077352,0.71065345,-0.07012007,simplified
2019-09-01,1,0.51259685,0.51286441,0.00026757,simplified
2019-09-01,3,0.52148387,0.53048266,0.00899879,simplified
2019-09-01,6,0.53055597,0.55716576,0.02660979,simplified
2019-09-01,12,0.57832854,0.61187023,0.03354169,simplified
2019-09-01,24,0.80541979,0.72062903,-0.08479076,simplified
2019-10-01,1,0.51804218,0.52118457,0.00314239,simplified
2019-10-01,3,0.52646387,0.53835963,0.01189576,simplified
2019-10-01,6,0.52792367,0.56498284,0.03705917,simplified
2019-10-01,12,0.59430082,0.61908901,0.02478818,simplified
2019-10-01,24,0.82574991,0.72729872,-0.09845119,simplified
2019-11-01,1,0.52148387,0.52387157,0.00238770,simplified
2019-11-01,3,0.53229493,0.53648934,0.00419442,simplified
2019-11-01,6,0.53341237,0.55849222,0.02507986,simplified
2019-11-01,12,0.60914826,0.60653484,-0.00261342,simplified
2019-11-01,24,0.84096612,0.70931410,-0.13165201,simplified
2019-12-01,1,0.52646387,0.52555074,-0.00091313,simplified
2019-12-01,3,0.53055597,0.53565336,0.00509739,simplified
2019-12-01,6,0.54200772,0.55439476,0.01238704,simplified
2019-12-01,12,0.62569855,0.59846732,-0.02723123,simplified
2019-12-01,24,0.84936209,0.69756659,-0.15179549,simplified
2020-01-01,1,0.53229493,0.53187739,-0.00041754,simplified
2020-01-01,3,0.52792367,0.54460712,0.01668345,simplified
2020-01-01,6,0.55282812,0.56576261,0.01293449,simplified
2020-01-01,12,0.64653105,0.61262751,-0.03390353,simplified
2020-01-01,24,0.86097655,0.71390475,-0.14707181,simplified
2020-02-01,1,0.53055597,0.53886378,0.00830781,simplified
2020-02-01,3,0.53341237,0.55281541,0.01940305,simplified
2020-02-01,6,0.56502267,0.57529217,0.01026949,simplified
2020-02-01,12,0.66917603,0.62366716,-0.04550886,simplified
2020-02-01,24,0.87200377,0.72608217,-0.14592159,simplified
2020-03-01,1,0.52792367,0.53007098,0.00214731,simplified
2020-03-01,3,0.54200772,0.53223539,-0.00977233,simplified
2020-03-01,6,0.57832854,0.54146049,-0.03686805,simplified
2020-03-01,12,0.69323460,0.57316118,-0.12007342,simplified
2020-03-01,24,0.87649648,0.65863649,-0.21785999,simplified
2020-04-01,1,0.53341237,0.52660057,-0.00681180,simplified
2020-04-01,3,0.55282812,0.52724556,-0.02558256,simplified
2020-04-01,6,0.59430082,0.53454356,-0.05975726,simplified
2020-04-01,12,0.71455219,0.56337833,-0.15117386,simplified
2020-04-01,24,0.87709735,0.64537288,-0.23172447,simplified
2020-05-01,1,0.54200772,0.53926793,-0.00273979,simplified
2020-05-01,3,0.56502267,0.55188872,-0.01313395,simplified
2020-05-01,6,0.60914826,0.57253468,-0.03661358,simplified
2020-05-01,12,0.73045713,0.61754950,-0.11290762,simplified
2020-05-01,24,0.87185034,0.71324559,-0.15860475,simplified
2020-06-01,1,0.55282812,0.55057430,-0.00225383,simplified
2020-06-01,3,0.57832854,0.56763616,-0.01069239,simplified
2020-06-01,6,0.62569855,0.59309470,-0.03260385,simplified
2020-06-01,12,0.74488340,0.64372085,-0.10116255,simplified
2020-06-01,24,0.86550995,0.74317781,-0.12233214,simplified
2020-07-01,1,0.56502267,0.56333936,-0.00168331,simplified
2020-07-01,3,0.59430082,0.58359532,-0.01070550,simplified
2020-07-01,6,0.64653105,0.61253457,-0.03399648,simplified
2020-07-01,12,0.76111673,0.66727736,-0.09383936,simplified
2020-07-01,24,0.85882234,0.76864675,-0.09017559,simplified
