region,alpha,r2,durbin_watson,market,mining,lifestyle,region_level
SYDNEY - NORTHERN BEACHES,1.214923694855624,0.9926522304781581,0.04017286574889372,0.9836794458180359,-0.4997370313626847,-0.052001230180841754,sa4_name
SYDNEY - OUTER SOUTH WEST,1.1917082202690008,0.9905014604967799,0.02565874095894181,0.9605364790970433,-0.4682845558429579,-0.0929047009398777,sa4_name
SYDNEY - OUTER WEST AND BLUE MOUNTAINS,1.1215564258202135,0.9931319384038826,0.08112278076105041,0.9511370845945837,-0.46368552575580096,-0.09560161404444988,sa4_name
SYDNEY - PARRAMATTA,1.1703975420917068,0.991663368682667,0.0479801699056051,0.9724353091109033,-0.5572812994453157,-0.386952347995184,sa4_name
SYDNEY - RYDE,1.1740902795861348,0.9931194127662308,0.03654813944551886,1.0646527040323353,-0.550322841916702,-0.409933966146977,sa4_name
SYDNEY - SOUTH WEST,1.217198960179807,0.9903725306249755,0.025027506715246364,0.9993197360414322,-0.5402067240147831,-0.25530834174552974,sa4_name
SYDNEY - SUTHERLAND,1.1015164063377543,0.9939710572266099,0.06048719640221378,0.9026404411510279,-0.5120920647733406,-0.20678806327245178,sa4_name
TOOWOOMBA,0.8165327645800985,0.9908163662080635,0.03479168180647754,0.8639728033300833,0.19047860518891435,0.23712931621281988,sa4_name
TOWNSVILLE,0.6808565802218738,0.994166990730299,0.1277634820464954,0.6773455169912648,0.6534320318538898,0.15561526524089578,sa4_name
WARRNAMBOOL AND SOUTH WEST,1.0991876156139222,0.9939362776701329,0.033979743428149446,0.9931068144756,0.1045905148242494,0.33769688287502997,sa4_name
WEST AND NORTH WEST,0.8650415669450676,0.986702423308902,0.03169593042213983,0.933453305147643,0.28439835993471557,0.6734970759801552,sa4_name
WESTERN AUSTRALIA - OUTBACK (NORTH),1.146774248579965,0.9355319456615147,0.01651694649325593,0.8113744881509516,1.3304222994199177,-0.30889488128864245,sa4_name
WESTERN AUSTRALIA - OUTBACK (SOUTH),0.7074226336804338,0.9794615022385342,0.04170993188430135,0.6373358984300954,0.7525147628628708,-0.08411361630334074,sa4_name
WESTERN AUSTRALIA - WHEAT BELT,0.9153877966490368,0.9878747491806862,0.04089216500765095,0.764493605524232,0.647543993594671,-0.0675688217639477,sa4_name
WIDE BAY,0.8154286982069227,0.9977296212513714,0.1641827954671991,0.8423733372960325,0.439944649789151,0.8188144186025249,sa4_name
