sa2_name,mode,loading_value,start_date,end_date
ILLAWONG - ALFORDS POINT,17,-0.01064,1998-04-01,2024-01-01
ILLAWONG - ALFORDS POINT,18,0.00249,1998-04-01,2024-01-01
ILLAWONG - ALFORDS POINT,19,0.0049,1998-04-01,2024-01-01
ILLAWONG - ALFORDS POINT,20,0.01716,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,0,0.93158,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,1,0.32524,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,2,-0.0667,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,3,-0.13266,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,4,0.039,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,5,0.01203,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,6,0.01458,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,7,0.03724,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,8,0.00354,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,9,-0.00202,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,10,0.01145,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,11,-0.00921,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,12,0.00731,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,13,0.01184,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,14,0.0084,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,15,0.00289,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,16,0.00718,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,17,-0.00998,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,18,-0.00195,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,19,-0.00073,1998-04-01,2024-01-01
ILUKA - BURNS BEACH,20,7e-05,1998-04-01,2024-01-01
INALA - RICHLANDS,0,0.9878,1998-04-01,2024-01-01
INALA - RICHLANDS,1,0.10987,1998-04-01,2024-01-01
INALA - RICHLANDS,2,0.0183,1998-04-01,2024-01-01
INALA - RICHLANDS,3,-0.01875,1998-04-01,2024-01-01
INALA - RICHLANDS,4,0.03912,1998-04-01,2024-01-01
INALA - RICHLANDS,5,-0.02589,1998-04-01,2024-01-01
INALA - RICHLANDS,6,-0.05012,1998-04-01,2024-01-01
INALA - RICHLANDS,7,-0.07295,1998-04-01,2024-01-01
INALA - RICHLANDS,8,0.02545,1998-04-01,2024-01-01
INALA - RICHLANDS,9,-0.00751,1998-04-01,2024-01-01
INALA - RICHLANDS,10,-0.00635,1998-04-01,2024-01-01
INALA - RICHLANDS,11,-0.00176,1998-04-01,2024-01-01
INALA - RICHLANDS,12,-0.01246,1998-04-01,2024-01-01
INALA - RICHLANDS,13,0.00357,1998-04-01,2024-01-01
INALA - RICHLANDS,14,-0.00184,1998-04-01,2024-01-01
INALA - RICHLANDS,15,-0.00694,1998-04-01,2024-01-01
INALA - RICHLANDS,16,0.00087,1998-04-01,2024-01-01
INALA - RICHLANDS,17,-0.00357,1998-04-01,2024-01-01
INALA - RICHLANDS,18,-0.00123,1998-04-01,2024-01-01
INALA - RICHLANDS,19,0.00029,1998-04-01,2024-01-01
INALA - RICHLANDS,20,0.00215,1998-04-01,2024-01-01
INDOOROOPILLY,0,0.99813,1998-04-01,2024-01-01
INDOOROOPILLY,1,-0.01085,1998-04-01,2024-01-01
INDOOROOPILLY,2,0.02754,1998-04-01,2024-01-01
INDOOROOPILLY,3,0.00984,1998-04-01,2024-01-01
INDOOROOPILLY,4,0.01584,1998-04-01,2024-01-01
INDOOROOPILLY,5,-0.01455,1998-04-01,2024-01-01
INDOOROOPILLY,6,0.03082,1998-04-01,2024-01-01
INDOOROOPILLY,7,-0.00947,1998-04-01,2024-01-01
INDOOROOPILLY,8,0.01931,1998-04-01,2024-01-01
INDOOROOPILLY,9,-0.00802,1998-04-01,2024-01-01
INDOOROOPILLY,10,-0.00139,1998-04-01,2024-01-01
INDOOROOPILLY,11,-0.0028,1998-04-01,2024-01-01
INDOOROOPILLY,12,0.00098,1998-04-01,2024-01-01
INDOOROOPILLY,13,-0.00683,1998-04-01,2024-01-01
INDOOROOPILLY,14,-0.00077,1998-04-01,2024-01-01
INDOOROOPILLY,15,0.00433,1998-04-01,2024-01-01
INDOOROOPILLY,16,-0.00019,1998-04-01,2024-01-01
INDOOROOPILLY,17,-0.00055,1998-04-01,2024-01-01
INDOOROOPILLY,18,0.00599,1998-04-01,2024-01-01
INDOOROOPILLY,19,0.01117,1998-04-01,2024-01-01
INDOOROOPILLY,20,0.00463,1998-04-01,2024-01-01
INGHAM,0,0.74992,1998-04-01,2024-01-01
INGHAM,1,0.62515,1998-04-01,2024-01-01
INGHAM,2,-0.09008,1998-04-01,2024-01-01
INGHAM,3,0.10683,1998-04-01,2024-01-01
INGHAM,4,0.0721,1998-04-01,2024-01-01
INGHAM,5,-0.00636,1998-04-01,2024-01-01
INGHAM,6,0.06264,1998-04-01,2024-01-01
INGHAM,7,-0.04079,1998-04-01,2024-01-01
INGHAM,8,-0.02773,1998-04-01,2024-01-01
INGHAM,9,0.04664,1998-04-01,2024-01-01
INGHAM,10,-0.04146,1998-04-01,2024-01-01
INGHAM,11,-0.01067,1998-04-01,2024-01-01
INGHAM,12,-0.00108,1998-04-01,2024-01-01
INGHAM,13,-0.04933,1998-04-01,2024-01-01
INGHAM,14,-0.02614,1998-04-01,2024-01-01
INGHAM,15,-0.0141,1998-04-01,2024-01-01
INGHAM,16,0.01413,1998-04-01,2024-01-01
INGHAM,17,0.00255,1998-04-01,2024-01-01
INGHAM,18,-0.01118,1998-04-01,2024-01-01
INGHAM,19,0.00557,1998-04-01,2024-01-01
INGHAM,20,-0.01746,1998-04-01,2024-01-01
INGHAM REGION,0,0.86649,1998-04-01,2024-01-01
INGHAM REGION,1,0.48387,1998-04-01,2024-01-01
INGHAM REGION,2,-0.06343,1998-04-01,2024-01-01
INGHAM REGION,3,0.02364,1998-04-01,2024-01-01
INGHAM REGION,4,0.02201,1998-04-01,2024-01-01
INGHAM REGION,5,-0.05124,1998-04-01,2024-01-01
INGHAM REGION,6,-0.0142,1998-04-01,2024-01-01
INGHAM REGION,7,-0.01744,1998-04-01,2024-01-01
INGHAM REGION,8,-0.02832,1998-04-01,2024-01-01
INGHAM REGION,9,0.00763,1998-04-01,2024-01-01
INGHAM REGION,10,-0.03575,1998-04-01,2024-01-01
INGHAM REGION,11,-0.00142,1998-04-01,2024-01-01
INGHAM REGION,12,-0.02087,1998-04-01,2024-01-01
INGHAM REGION,13,-0.02472,1998-04-01,2024-01-01
INGHAM REGION,14,-0.01798,1998-04-01,2024-01-01
INGHAM REGION,15,-0.00841,1998-04-01,2024-01-01
INGHAM REGION,16,-0.00114,1998-04-01,2024-01-01
INGHAM REGION,17,-0.00393,1998-04-01,2024-01-01
INGHAM REGION,18,-0.01365,1998-04-01,2024-01-01
INGHAM REGION,19,0.00883,1998-04-01,2024-01-01
INGHAM REGION,20,0.00076,1998-04-01,2024-01-01
INGLE FARM,0,0.99633,1998-04-01,2024-01-01
INGLE FARM,1,0.04777,1998-04-01,2024-01-01
INGLE FARM,2,0.02905,1998-04-01,2024-01-01
INGLE FARM,3,-0.00074,1998-04-01,2024-01-01
INGLE FARM,4,-0.01511,1998-04-01,2024-01-01
INGLE FARM,5,-0.00431,1998-04-01,2024-01-01
INGLE FARM,6,0.02539,1998-04-01,2024-01-01
INGLE FARM,7,-0.04148,1998-04-01,2024-01-01
INGLE FARM,8,-0.02649,1998-04-01,2024-01-01
INGLE FARM,9,-0.01576,1998-04-01,2024-01-01
INGLE FARM,10,0.00046,1998-04-01,2024-01-01
INGLE FARM,11,0.01202,1998-04-01,2024-01-01
INGLE FARM,12,0.0007,1998-04-01,2024-01-01
INGLE FARM,13,0.00804,1998-04-01,2024-01-01
INGLE FARM,14,0.00195,1998-04-01,2024-01-01
INGLE FARM,15,-0.00479,1998-04-01,2024-01-01
INGLE FARM,16,0.00932,1998-04-01,2024-01-01
INGLE FARM,17,-0.00385,1998-04-01,2024-01-01
INGLE FARM,18,9e-05,1998-04-01,2024-01-01
INGLE FARM,19,0.00447,1998-04-01,2024-01-01
INGLE FARM,20,0.00046,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,0,0.94926,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,1,-0.29775,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,2,0.00159,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,3,-0.06409,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,4,0.04654,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,5,0.04882,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,6,-0.00657,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,7,-0.00594,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,8,-0.00721,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,9,-0.00262,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,10,0.01468,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,11,0.00663,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,12,0.0012,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,13,-0.00357,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,14,0.00587,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,15,-0.01133,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,16,0.00473,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,17,-0.01091,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,18,-0.00126,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,19,-0.01667,1998-04-01,2024-01-01
INGLEBURN - DENHAM COURT,20,-0.00156,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,0,0.95614,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,1,0.17394,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,2,-0.0359,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,3,0.17603,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,4,0.11086,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,5,-0.01131,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,6,-0.01243,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,7,0.01556,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,8,-0.07802,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,9,0.02048,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,10,-0.01291,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,11,-0.00771,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,12,0.01684,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,13,-0.00212,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,14,0.00255,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,15,-0.02088,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,16,0.00405,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,17,-0.00082,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,18,-0.00447,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,19,0.01585,1998-04-01,2024-01-01
INGLEWOOD - WAGGAMBA,20,-0.00499,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,0,0.96215,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,1,0.23524,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,2,-0.09088,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,3,-0.06251,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,4,0.0368,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,5,0.00273,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,6,0.01781,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,7,0.05525,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,8,0.00813,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,9,0.00344,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,10,-0.00133,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,11,-0.00869,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,12,0.01241,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,13,0.01828,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,14,-0.00229,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,15,0.01148,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,16,0.00748,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,17,0.01774,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,18,8e-05,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,19,0.00045,1998-04-01,2024-01-01
INNALOO - DOUBLEVIEW,20,0.00165,1998-04-01,2024-01-01
INNISFAIL,0,0.88169,1998-04-01,2024-01-01
INNISFAIL,1,0.43472,1998-04-01,2024-01-01
INNISFAIL,2,0.08607,1998-04-01,2024-01-01
INNISFAIL,3,0.07944,1998-04-01,2024-01-01
INNISFAIL,4,0.11048,1998-04-01,2024-01-01
INNISFAIL,5,-0.05701,1998-04-01,2024-01-01
INNISFAIL,6,0.00601,1998-04-01,2024-01-01
INNISFAIL,7,-0.02558,1998-04-01,2024-01-01
INNISFAIL,8,-0.01835,1998-04-01,2024-01-01
INNISFAIL,9,0.01521,1998-04-01,2024-01-01
INNISFAIL,10,0.02085,1998-04-01,2024-01-01
INNISFAIL,11,0.00213,1998-04-01,2024-01-01
INNISFAIL,12,-0.00213,1998-04-01,2024-01-01
INNISFAIL,13,-0.01819,1998-04-01,2024-01-01
INNISFAIL,14,-0.01267,1998-04-01,2024-01-01
INNISFAIL,15,-0.01364,1998-04-01,2024-01-01
INNISFAIL,16,-0.00596,1998-04-01,2024-01-01
INNISFAIL,17,0.00825,1998-04-01,2024-01-01
INNISFAIL,18,0.01503,1998-04-01,2024-01-01
INNISFAIL,19,-0.01009,1998-04-01,2024-01-01
INNISFAIL,20,0.01133,1998-04-01,2024-01-01
INVERELL,0,0.9872,1998-04-01,2024-01-01
INVERELL,1,0.11821,1998-04-01,2024-01-01
INVERELL,2,0.00417,1998-04-01,2024-01-01
INVERELL,3,0.06504,1998-04-01,2024-01-01
INVERELL,4,0.04123,1998-04-01,2024-01-01
INVERELL,5,0.004,1998-04-01,2024-01-01
INVERELL,6,-0.04155,1998-04-01,2024-01-01
INVERELL,7,0.02717,1998-04-01,2024-01-01
INVERELL,8,-0.03294,1998-04-01,2024-01-01
INVERELL,9,-0.00767,1998-04-01,2024-01-01
INVERELL,10,-0.00205,1998-04-01,2024-01-01
INVERELL,11,0.01334,1998-04-01,2024-01-01
INVERELL,12,-0.02029,1998-04-01,2024-01-01
INVERELL,13,-0.01576,1998-04-01,2024-01-01
INVERELL,14,-0.01162,1998-04-01,2024-01-01
INVERELL,15,-0.01043,1998-04-01,2024-01-01
INVERELL,16,0.00279,1998-04-01,2024-01-01
INVERELL,17,0.0002,1998-04-01,2024-01-01
INVERELL,18,-0.00729,1998-04-01,2024-01-01
INVERELL,19,0.0052,1998-04-01,2024-01-01
INVERELL,20,0.00286,1998-04-01,2024-01-01
INVERELL REGION - EAST,0,0.98377,1998-04-01,2024-01-01
INVERELL REGION - EAST,1,0.15378,1998-04-01,2024-01-01
INVERELL REGION - EAST,2,0.01678,1998-04-01,2024-01-01
INVERELL REGION - EAST,3,0.07009,1998-04-01,2024-01-01
INVERELL REGION - EAST,4,0.03733,1998-04-01,2024-01-01
INVERELL REGION - EAST,5,0.01867,1998-04-01,2024-01-01
INVERELL REGION - EAST,6,-0.00426,1998-04-01,2024-01-01
INVERELL REGION - EAST,7,-0.00355,1998-04-01,2024-01-01
INVERELL REGION - EAST,8,-0.02003,1998-04-01,2024-01-01
INVERELL REGION - EAST,9,-0.00748,1998-04-01,2024-01-01
INVERELL REGION - EAST,10,-0.00534,1998-04-01,2024-01-01
INVERELL REGION - EAST,11,0.01188,1998-04-01,2024-01-01
INVERELL REGION - EAST,12,-0.01112,1998-04-01,2024-01-01
INVERELL REGION - EAST,13,-0.01084,1998-04-01,2024-01-01
INVERELL REGION - EAST,14,-0.00657,1998-04-01,2024-01-01
INVERELL REGION - EAST,15,-0.00514,1998-04-01,2024-01-01
INVERELL REGION - EAST,16,0.00178,1998-04-01,2024-01-01
INVERELL REGION - EAST,17,-0.00294,1998-04-01,2024-01-01
INVERELL REGION - EAST,18,-0.00904,1998-04-01,2024-01-01
INVERELL REGION - EAST,19,-0.00097,1998-04-01,2024-01-01
INVERELL REGION - EAST,20,-0.00068,1998-04-01,2024-01-01
INVERELL REGION - WEST,0,0.98884,1998-04-01,2024-01-01
INVERELL REGION - WEST,1,0.09082,1998-04-01,2024-01-01
INVERELL REGION - WEST,2,0.02083,1998-04-01,2024-01-01
INVERELL REGION - WEST,3,0.09171,1998-04-01,2024-01-01
INVERELL REGION - WEST,4,0.02872,1998-04-01,2024-01-01
INVERELL REGION - WEST,5,0.02849,1998-04-01,2024-01-01
INVERELL REGION - WEST,6,0.01296,1998-04-01,2024-01-01
INVERELL REGION - WEST,7,0.01469,1998-04-01,2024-01-01
INVERELL REGION - WEST,8,-0.04002,1998-04-01,2024-01-01
INVERELL REGION - WEST,9,-0.0133,1998-04-01,2024-01-01
INVERELL REGION - WEST,10,-0.01559,1998-04-01,2024-01-01
INVERELL REGION - WEST,11,0.00729,1998-04-01,2024-01-01
INVERELL REGION - WEST,12,-0.01055,1998-04-01,2024-01-01
INVERELL REGION - WEST,13,-0.01111,1998-04-01,2024-01-01
INVERELL REGION - WEST,14,-0.00243,1998-04-01,2024-01-01
INVERELL REGION - WEST,15,-0.00467,1998-04-01,2024-01-01
INVERELL REGION - WEST,16,0.00249,1998-04-01,2024-01-01
INVERELL REGION - WEST,17,-0.00353,1998-04-01,2024-01-01
INVERELL REGION - WEST,18,-0.00851,1998-04-01,2024-01-01
INVERELL REGION - WEST,19,0.00363,1998-04-01,2024-01-01
INVERELL REGION - WEST,20,0.00054,1998-04-01,2024-01-01
INVERMAY,0,0.98705,1998-04-01,2024-01-01
INVERMAY,1,0.05697,1998-04-01,2024-01-01
INVERMAY,2,0.1116,1998-04-01,2024-01-01
INVERMAY,3,0.06342,1998-04-01,2024-01-01
INVERMAY,4,-0.02858,1998-04-01,2024-01-01
INVERMAY,5,-0.01296,1998-04-01,2024-01-01
INVERMAY,6,-0.06427,1998-04-01,2024-01-01
INVERMAY,7,0.00179,1998-04-01,2024-01-01
INVERMAY,8,0.00169,1998-04-01,2024-01-01
INVERMAY,9,0.01495,1998-04-01,2024-01-01
INVERMAY,10,0.00523,1998-04-01,2024-01-01
INVERMAY,11,0.00219,1998-04-01,2024-01-01
INVERMAY,12,0.00542,1998-04-01,2024-01-01
INVERMAY,13,0.00617,1998-04-01,2024-01-01
INVERMAY,14,-0.00777,1998-04-01,2024-01-01
INVERMAY,15,-0.0026,1998-04-01,2024-01-01
INVERMAY,16,0.00953,1998-04-01,2024-01-01
INVERMAY,17,0.00109,1998-04-01,2024-01-01
INVERMAY,18,-0.00152,1998-04-01,2024-01-01
INVERMAY,19,0.00505,1998-04-01,2024-01-01
INVERMAY,20,0.00528,1998-04-01,2024-01-01
IPSWICH - CENTRAL,0,0.97956,1998-04-01,2024-01-01
IPSWICH - CENTRAL,1,0.13881,1998-04-01,2024-01-01
IPSWICH - CENTRAL,2,0.11257,1998-04-01,2024-01-01
IPSWICH - CENTRAL,3,-0.01811,1998-04-01,2024-01-01
IPSWICH - CENTRAL,4,0.02532,1998-04-01,2024-01-01
IPSWICH - CENTRAL,5,-0.0294,1998-04-01,2024-01-01
IPSWICH - CENTRAL,6,-0.04554,1998-04-01,2024-01-01
IPSWICH - CENTRAL,7,-0.05458,1998-04-01,2024-01-01
IPSWICH - CENTRAL,8,0.01272,1998-04-01,2024-01-01
IPSWICH - CENTRAL,9,-0.00783,1998-04-01,2024-01-01
IPSWICH - CENTRAL,10,0.00471,1998-04-01,2024-01-01
IPSWICH - CENTRAL,11,-0.00766,1998-04-01,2024-01-01
IPSWICH - CENTRAL,12,-0.00267,1998-04-01,2024-01-01
IPSWICH - CENTRAL,13,0.02413,1998-04-01,2024-01-01
IPSWICH - CENTRAL,14,0.00184,1998-04-01,2024-01-01
IPSWICH - CENTRAL,15,0.01211,1998-04-01,2024-01-01
IPSWICH - CENTRAL,16,0.00395,1998-04-01,2024-01-01
IPSWICH - CENTRAL,17,-0.00048,1998-04-01,2024-01-01
IPSWICH - CENTRAL,18,0.00428,1998-04-01,2024-01-01
IPSWICH - CENTRAL,19,0.00037,1998-04-01,2024-01-01
IPSWICH - CENTRAL,20,-0.00214,1998-04-01,2024-01-01
IPSWICH - EAST,0,0.9747,1998-04-01,2024-01-01
IPSWICH - EAST,1,0.16181,1998-04-01,2024-01-01
IPSWICH - EAST,2,0.10956,1998-04-01,2024-01-01
IPSWICH - EAST,3,-0.02408,1998-04-01,2024-01-01
IPSWICH - EAST,4,0.0359,1998-04-01,2024-01-01
IPSWICH - EAST,5,-0.02869,1998-04-01,2024-01-01
IPSWICH - EAST,6,-0.04963,1998-04-01,2024-01-01
IPSWICH - EAST,7,-0.06961,1998-04-01,2024-01-01
IPSWICH - EAST,8,0.00892,1998-04-01,2024-01-01
IPSWICH - EAST,9,-0.01565,1998-04-01,2024-01-01
IPSWICH - EAST,10,0.0005,1998-04-01,2024-01-01
IPSWICH - EAST,11,-0.00855,1998-04-01,2024-01-01
IPSWICH - EAST,12,-0.00544,1998-04-01,2024-01-01
IPSWICH - EAST,13,0.02501,1998-04-01,2024-01-01
IPSWICH - EAST,14,0.00128,1998-04-01,2024-01-01
IPSWICH - EAST,15,0.00409,1998-04-01,2024-01-01
IPSWICH - EAST,16,0.00168,1998-04-01,2024-01-01
IPSWICH - EAST,17,0.00269,1998-04-01,2024-01-01
IPSWICH - EAST,18,0.00453,1998-04-01,2024-01-01
IPSWICH - EAST,19,0.00581,1998-04-01,2024-01-01
IPSWICH - EAST,20,0.0019,1998-04-01,2024-01-01
IPSWICH - NORTH,0,0.98201,1998-04-01,2024-01-01
IPSWICH - NORTH,1,0.12284,1998-04-01,2024-01-01
IPSWICH - NORTH,2,0.11249,1998-04-01,2024-01-01
IPSWICH - NORTH,3,0.00916,1998-04-01,2024-01-01
IPSWICH - NORTH,4,0.04799,1998-04-01,2024-01-01
IPSWICH - NORTH,5,-0.00496,1998-04-01,2024-01-01
IPSWICH - NORTH,6,-0.0414,1998-04-01,2024-01-01
IPSWICH - NORTH,7,-0.04849,1998-04-01,2024-01-01
IPSWICH - NORTH,8,-0.00575,1998-04-01,2024-01-01
IPSWICH - NORTH,9,-0.00996,1998-04-01,2024-01-01
IPSWICH - NORTH,10,0.00281,1998-04-01,2024-01-01
IPSWICH - NORTH,11,-0.0189,1998-04-01,2024-01-01
IPSWICH - NORTH,12,0.00066,1998-04-01,2024-01-01
IPSWICH - NORTH,13,0.00917,1998-04-01,2024-01-01
IPSWICH - NORTH,14,0.00186,1998-04-01,2024-01-01
IPSWICH - NORTH,15,0.01415,1998-04-01,2024-01-01
IPSWICH - NORTH,16,-0.0044,1998-04-01,2024-01-01
IPSWICH - NORTH,17,0.00091,1998-04-01,2024-01-01
IPSWICH - NORTH,18,0.00636,1998-04-01,2024-01-01
IPSWICH - NORTH,19,0.0019,1998-04-01,2024-01-01
IPSWICH - NORTH,20,-0.00319,1998-04-01,2024-01-01
IRWIN,0,0.8219,1998-04-01,2024-01-01
IRWIN,1,0.54284,1998-04-01,2024-01-01
IRWIN,2,-0.02913,1998-04-01,2024-01-01
IRWIN,3,-0.00732,1998-04-01,2024-01-01
IRWIN,4,0.09081,1998-04-01,2024-01-01
IRWIN,5,0.00751,1998-04-01,2024-01-01
IRWIN,6,0.02402,1998-04-01,2024-01-01
IRWIN,7,0.06827,1998-04-01,2024-01-01
IRWIN,8,-0.01988,1998-04-01,2024-01-01
IRWIN,9,0.03372,1998-04-01,2024-01-01
IRWIN,10,-0.00757,1998-04-01,2024-01-01
IRWIN,11,-0.02669,1998-04-01,2024-01-01
IRWIN,12,-0.01687,1998-04-01,2024-01-01
IRWIN,13,-0.01471,1998-04-01,2024-01-01
IRWIN,14,0.0091,1998-04-01,2024-01-01
IRWIN,15,-0.01557,1998-04-01,2024-01-01
IRWIN,16,-0.03737,1998-04-01,2024-01-01
IRWIN,17,0.01565,1998-04-01,2024-01-01
IRWIN,18,0.01343,1998-04-01,2024-01-01
IRWIN,19,0.04017,1998-04-01,2024-01-01
IRWIN,20,-0.00934,1998-04-01,2024-01-01
IRYMPLE,0,0.99222,1998-04-01,2024-01-01
IRYMPLE,1,-0.04083,1998-04-01,2024-01-01
IRYMPLE,2,0.06971,1998-04-01,2024-01-01
IRYMPLE,3,0.01947,1998-04-01,2024-01-01
IRYMPLE,4,-0.02502,1998-04-01,2024-01-01
IRYMPLE,5,0.0476,1998-04-01,2024-01-01
IRYMPLE,6,0.02359,1998-04-01,2024-01-01
IRYMPLE,7,0.05019,1998-04-01,2024-01-01
IRYMPLE,8,-0.00988,1998-04-01,2024-01-01
IRYMPLE,9,-0.02326,1998-04-01,2024-01-01
IRYMPLE,10,0.02124,1998-04-01,2024-01-01
IRYMPLE,11,0.0003,1998-04-01,2024-01-01
IRYMPLE,12,-0.01409,1998-04-01,2024-01-01
IRYMPLE,13,-0.00164,1998-04-01,2024-01-01
IRYMPLE,14,-0.00296,1998-04-01,2024-01-01
IRYMPLE,15,-0.00909,1998-04-01,2024-01-01
IRYMPLE,16,0.00136,1998-04-01,2024-01-01
IRYMPLE,17,0.01241,1998-04-01,2024-01-01
IRYMPLE,18,0.00024,1998-04-01,2024-01-01
IRYMPLE,19,-0.00172,1998-04-01,2024-01-01
IRYMPLE,20,-0.01503,1998-04-01,2024-01-01
ISAACS,0,0.99396,1998-04-01,2024-01-01
ISAACS,1,-0.02203,1998-04-01,2024-01-01
ISAACS,2,0.05248,1998-04-01,2024-01-01
ISAACS,3,-0.01333,1998-04-01,2024-01-01
ISAACS,4,-0.03077,1998-04-01,2024-01-01
ISAACS,5,0.00037,1998-04-01,2024-01-01
ISAACS,6,0.06479,1998-04-01,2024-01-01
ISAACS,7,0.00105,1998-04-01,2024-01-01
ISAACS,8,0.00705,1998-04-01,2024-01-01
ISAACS,9,0.03856,1998-04-01,2024-01-01
ISAACS,10,-0.00039,1998-04-01,2024-01-01
ISAACS,11,-0.02616,1998-04-01,2024-01-01
ISAACS,12,0.00538,1998-04-01,2024-01-01
ISAACS,13,-0.00137,1998-04-01,2024-01-01
ISAACS,14,-0.02425,1998-04-01,2024-01-01
ISAACS,15,-0.0075,1998-04-01,2024-01-01
ISAACS,16,0.00083,1998-04-01,2024-01-01
ISAACS,17,0.00182,1998-04-01,2024-01-01
ISAACS,18,0.00595,1998-04-01,2024-01-01
ISAACS,19,0.00116,1998-04-01,2024-01-01
ISAACS,20,-0.00983,1998-04-01,2024-01-01
ISABELLA PLAINS,0,0.99626,1998-04-01,2024-01-01
ISABELLA PLAINS,1,0.01346,1998-04-01,2024-01-01
ISABELLA PLAINS,2,0.03735,1998-04-01,2024-01-01
ISABELLA PLAINS,3,-0.01726,1998-04-01,2024-01-01
ISABELLA PLAINS,4,-0.06163,1998-04-01,2024-01-01
ISABELLA PLAINS,5,0.00363,1998-04-01,2024-01-01
ISABELLA PLAINS,6,0.0188,1998-04-01,2024-01-01
